source,target
ON WAKING I understood why my employer had looked rather cross when I asked for my two days off; it's a Saturday today. ,وأنا باصحى، فهمت ليه لما طلبت يومين الأجازة بتوعي من صاحب الشغل كان شكله مش مبسوط:النهاردة السبت.
I hadn't thought of this at the time; it only struck me when I was getting out of bed.,وأنا كنت ناسي الموضوع ده لو جاز التعبير، لكن وأنا بقوم من السرير، جاتني الفكرة دي.
"Obviously he had seen that it would mean my getting four days' holiday straight off, and one couldn't expect him to like that.",صاحب الشغل، طبيعي جدا، فكر إن لو حسبنا يوم الحد يبقى كده أنا واخد أربع تيام أجازة وأكيد دي حاجة ماكانتش ممكن تبسطه.
"Still, for one thing, it wasn't my fault if Mother was buried yesterday and not today; and then, again, I'd have had my Saturday and Sunday off in any case.",لكن مش غلطتي إن ماما إتدفنت إمبارح مش النهارده، ده من ناحية، ومن ناحية تانية، في كل الأحوال أنا كنت هاخد أجازتي يوم السبت والأحد.
But naturally this didn't prevent me from seeing my employer's point.,لكن ده طبعا مش هيمنعني من إني أتفهم برضو صاحب الشغل.
"Getting up was an effort, as I'd been really exhausted by the previous day's experiences.",لاقيت صعوبه في إني أقوم لإني كنت تعبان من اليوم بتاع إمبارح.
"While shaving, I wondered how to spend the morning, and decided that a swim would do me good.",وأنا بحلق، سألت نفسي هعمل إيه وقررت إني هاروح أعوم.
 So I caught the streetcar that goes down to the harbor.,أخدت الترام عشان أروح مجمع السباحة بتاع المينا.
"It was quite like old times; a lot of young people were in the swimming pool, amongst them Marie Cardona, who used to be a typist at the office. I was rather keen on her in those days, and I fancy she liked me, too.",وكان فيه شباب كتير. وفي الميه لقيت ماري كاردونا، موظفة الاله الكاتبة إللي كانت زمان بتشتغل في المكتب إللي أنا باشتغل فيه وساعتها كنت معجب بيها. وأعتقد إن هيا كمان كانت معجبة بيا.
But she was with us so short a time that nothing came of it.,لكن مشيت بعدها بفتره بسيطه ومالحقناش.
"While I was helping her to climb on to a raft, I let my hand stray over her breasts.",ساعدتها تطلع على عوامة، وأنا بعمل الحركة دي، حكيت في صدرها.
"Then she lay flat on the raft, while I trod water.",وهي بقت نايمة فعلا على بطنها فوق العوامة في وقت ماأنا كنت لسا في الماية.
After a moment she turned and looked at me.,لفت ناحيتي.
Her hair was over her eyes and she was laughing.,وشعرها كان عللى عينيها وكانت بتضحك.
"I clambered up on to the raft, beside her.",فرفعت نفسي وطلعت جنبهاعلى العوامة.
"The air was pleasantly warm, and, half jokingly, I let my head sink back upon her lap.",الجو كان جميل، فعملت نفسي باهزر، وسبت إيدي ترجع لورا وتسند على بطنها. 
"She didn't seem to mind, so I let it stay there",وهي ماقالتش حاجة، فأنا فضلت کده.
"I had the sky full in my eyes, all blue and gold, and I could feel Marie's stomach rising and falling gently under my head.",السما كلها كانت قدام عينيا وكان لونها أزرق في دهبي.
"We must have stayed a good half-hour on the raft, both of us half asleep.",وفضلنا مدة طويلة على العوامة بين النوم والصحيان. 
When the sun got too hot she dived off and I followed,ولما الشمس بقت جامدة أوي، في غطست في المايه وأنا نزلت وراها. 
"I caught up with her, put my arm round her waist, and we swam side by side.",لحقتها، وحطيت إيدي حوالين وسطها وعومنا سوا. 
She was still laughing,وكانت لسه بتضحك. 
While we were drying ourselves on the edge of the swimming pool she said: I'm ,ولما كنا بنتنشف على الرصيف قالتلي : 
" ""I'm browner than you.""",أنا سمرة أكثر منك
I asked her if she'd come to the movies with me that evening. ,فسألتها إذا كانت تحب تروح السينما بالليل. 
"She laughed again and said, ""Yes,"" if I'd take her to the comedy everybody was talking about, the one with Fernandel in it. ",ضحكت أكثر وقالتلي إن نفسها تشوف فيلم لفرنانديل. 
"When we had dressed, she stared at my black tie and asked if I was in mourning. ",ولما لبسنا هدومنا، شافتني لابس كرافتة سودة وبان عليها إنها متفاجئة جدا وسألتني إذا كنت في فترة حداد. 
I explained that my mother had died. ,فقلتلها إن ماما ماتت. 
"When? she asked, and I said, ""Yesterday.""","وبما إنها كانت عايزة تعرف من إمتى، جاوبت: ""من إمبارح ""."
"She made no remark, though I thought she shrank away a little. ",فرجعت شوية صغيرة لورا لكن ماقالتش أي ملاحظة. 
"I was just going to explain to her that it wasn't my fault, but I checked myself, as I remembered having said the same thing to my employer, and realizing then it sounded rather foolish. ",كنت عايز أقولها إن دي مش غلطتي، لكن مسكت نفسي عشان جه في دماغي إن أنا كنت فعلا قلت نفس الجملة دي لصاحب الشغل. ودي حاجة ماكانش ليها معنى. 
"Still, foolish or not, somehow one can't help feeling a bit guilty, I suppose. ",في كل الأحوال، دايما بنبقى غلطانين شويه. 
"Anyhow, by evening Marie had forgotten all about it. ",بالليل، ماري كانت نسيت كل حاجة. 
"The film was funny in parts, but some of it was downright stupid. ",والفيلم كان ظريف في الأول وبعدين بقى عبيط أوي بجد. 
"She pressed her leg against mine while we were in the picture house, and I was fondling her breast. ",كانت لازقة رجلها في رجلي. وكنت بامشي إيدي بشويش على صدرها. 
"Toward the end of the show I kissed her, but rather clumsily.",وقرب نهاية العرض، بوستها، لكن بوستها وحش. 
